modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,13-gemmascope-res-16k,8096,blocks of code or function declarations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8097,variable declarations in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8098, biochemical and genetic terms related to metabolism and regulation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8099,references to discovery and exploration concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8092,markers indicating new sections or entities in structured data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8095, technical terms and identifiers related to data structures or programming instructions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8094,references to locations and affiliations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8091,passive voice constructions and mentions of processes related to creation or development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8100,"phrases related to origin, creation, and uniqueness",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8103, statements and comments from authoritative figures or officials,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8102, references to legal terms and situations related to legal proceedings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8104,"intense emotional responses, particularly those related to distress or surprise",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8105, components and characteristics of various products and materials,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8106,terms related to compliance and adherence to regulations or standards,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8107, references to customer support and service-related inquiries,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8109, references to asynchronous callback functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8108, terms associated with genetics and evolution,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8114, instances of similarity and comparisons in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8116,important features and functionalities of an application,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8117,technical terms and code constructs related to software development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8119, the beginning of new sections or paragraphs in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8115,"phrases related to requests, actions, and responsibilities",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8113, references to medical or anatomical terms related to vascular structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8111,control flow and logical conditions in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8118, numerical data or statistical references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8120,"terms related to scientific measurements and observations, particularly in geology and health",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8121,phrases related to time-sensitive actions and deadlines,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8122,technical terms associated with programming and data handling,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8124,financial and economic terms related to funding and support,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8126,"non-text content or structure in a document, such as code or markup elements",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8127,references to popular culture and entertainment along with notable characters and events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8128, phrases related to resource management and allocation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8129,expressions of pride and appreciation related to being australian,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8123,terms and phrases related to mathematical expressions and functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8125, elements related to quantitative and statistical information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8139,references to theoretical concepts and frameworks,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8138, sequences related to programming constructs and data structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8137, mathematical operations and functions related to data processing,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8136,metadata or formatting markers in a structured dataset or code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8130,references to business relationships and collaboration,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8132,instances of impactful assertions or conclusions in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8134,"terms and concepts related to health and medicine, particularly focusing on regulations and treatments",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8135,"terms related to sanctions and international relations, particularly in the context of russia",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8131,"phrases related to health interventions and policies, especially those involving young men in educational settings",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8133," terms and phrases related to programming, specifically dealing with user interface components and threads",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8149,"references to documents, figures, or tables",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8141,elements related to aesthetics and design principles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8143,mathematical notation and expressions used in proofs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8145,references to ties or tying concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8146, common phrases and punctuation in conversational contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8140,references to community dynamics and interpersonal relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8148, findings and results from scientific studies and analyses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8142, programming concepts related to control flow and data management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8147,conclusory phrases or statements that summarize findings in research,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8159,"sequences of numbers and references, likely related to structured data or programming outputs",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8158,"references to scientific figures, tables, and related notations in academic texts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8157,sentences discussing products and their features,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8150, references to notable individuals and their accomplishments or roles in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8151, references to scientific concepts and parameters,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8152,terms related to visual aesthetics and color descriptions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8155,html elements and associated attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8154, procedures and steps in processes involving construction or assembly,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8156,"technical terminology related to mathematical or statistical concepts, particularly those involving kernels and dimensionalities",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8160,terms related to scientific research and medical conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8161," technical elements related to coding, scripting, and error messages",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8162, mathematically formatted expressions or symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8163,references to quantity or the presence of multiple items or entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8164,scientific terms and measurements related to nuclear magnetic resonance (nmr) spectroscopy,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8168,"emotional expressions and strong reactions, particularly related to conflict and self-expression",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8165, specialized terms related to scientific or technical concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8166, occurrences of the beginning of documented narratives or statements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8167,legal terms and actions related to judicial decisions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8177, patterns and structures in code and data definitions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8173,specific names or identifiers related to individuals or entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8176,"numerical data and statistics, particularly percentages and measurements",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8175,various types of desserts and baked goods,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8174,code-related keywords and syntax used in programming languages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8170," code-related structures and constructs, particularly in programming or scripting contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8182,elements related to data formatting and references in scholarly articles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8185, patterns and structures in programming code or data attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8186, keywords related to data processing and management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8187,phrases related to scientific research outcomes and comparisons,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8188,terms related to motivation and aspirations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8189,references to historical events and significant individuals' lives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8181, phrases indicating instructions or guidance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8184, scientific and technical terms related to mathematics or statistics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8180, references to specific programming constructs and data handling elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8190,references to social justice issues and the dynamics of victimhood,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8191, mathematical expressions and formulas,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8194,references to research support and funding acknowledgments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8195," numerical values, particularly in a structured format or within data protocols",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8196,elements related to data structuring and management in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8197, instances of state management and object properties in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8199, references to roles and appointments in a governance context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8193,terms related to concepts and frameworks in various professional and technical domains,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8198,"specific numeric sequences or indices, likely indicating dates or organized listings",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8192,titles and roles associated with religious leadership and community involvement,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8204, mentions of roles or responsibilities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8203,elements related to tabs and tabbed interfaces in application design,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8205, information about vehicle displays and their functionalities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8207,"elements of a programming or markup language, focusing on file structures and command syntax",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8208,references to environmental hazards and chemical safety,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8209, elements related to coding and sorting operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8206, references to licenses and legal disclaimers in software documentation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8213,comparison operators used in programming logic,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8214,information related to technical specifications or descriptions of physical structures and components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8215,code structure elements related to method definitions and interface implementations in programming languages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8216, references to government-related data or studies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8217,method definitions and property accessors in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8219, code that pertains to setting maximum and minimum values in a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8211,code-related imports and type definitions in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8212,references to scientific experiments and their methodologies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8227,references to independence and independent entities or contractors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8222,technical terms and context related to scientific research and material properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8221, phrases related to error handling in code or programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8228, terms related to gene expression analysis and cellular viability experiments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8226,references to statistical data or analysis outcomes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8220,various punctuation marks and symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8229,terms and phrases relevant to data analysis and statistical concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8234,technical terms and components related to programming and software development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8235,sentences that express political views or references to governance and authority,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8236, instances of conditional language and logical reasoning,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8456,terms related to food and beverages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8237," mathematical notation, particularly exponents and variables",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8238,the start of a new text or section within a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8232,references to programming languages and frameworks related to web and app development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8239," programming language constructs, specifically those related to java methods and class definitions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8230, instances of drying processes and related terminology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8246, references to groups or categories in the context of studies or classifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8247, significant elements related to object-oriented programming and component-based architecture,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8242,references to downloadable content or free downloads,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8240,references to output functions in a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8241, programming data structures and functions related to arrays and lists,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8248, technical terms related to scientific processes or procedures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8245, instances related to simulation-based studies and results,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8244, references to societal issues or controversies regarding gender and sexuality,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8243, references to web links and citations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8255, syntactic constructs related to array indexing and assignment in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8256, technical terms related to electronic connections and components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8252,names of authors and contributors in scientific contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8253,terms related to data processing and organization,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8250, punctuation and specific programming constructs in code snippets,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8257,"technical terms, specifically related to programming, mathematics, and scientific concepts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8258, emotional expressions and relationships within narratives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8259, function definitions and their parameters in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8269,terms related to angular framework components and libraries,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8266,terms related to medical procedures and diagnostics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8264,terms related to electronic properties and material characteristics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8260,"terms related to health, particularly focusing on conditions and treatments involving the heart and oxygen levels",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8261,programming-related definitions and variable declarations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8262,mathematical symbols and operators in equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8265,references to personal experiences and individual insights in clinical or observational contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8268,phrases discussing scientific explanations or attributions of results,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8267,technical and scientific terms related to energy and efficiency in various systems,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8271,"instances of the word ""besides"" and related phrases indicating additional information or exceptions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8272, phrases emphasizing the necessity and presence of particular elements or conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8274,"variations of the word ""super"" in different forms and contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8277, references to advanced learning methodologies and digital representation concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8278,descriptions of durability and resistance in products or materials,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8270,references to academic departments and affiliations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8273,"evidence of comparisons or evaluations, particularly expressing opinions or conditions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8276,terms related to fees and charges in financial contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8275,references to ddt and its implications in political contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8280,references to notable geographic or cultural attractions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8281, references to specific time periods or durations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8282, structured data and statistics in research findings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8283, incomplete or malformed programming syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8284,references to leadership styles and their impact on employee dynamics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8288,conditional statements and their implications regarding various scenarios,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8287,terms related to initiating or establishing connections,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8286,specific geographical and environmental features,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8290, instances of jquery syntax and function calls,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8294," proper nouns, particularly names of individuals and organizations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8293,css properties and media queries related to responsive design,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8291,optimal seating arrangements and guest management in dining contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8299,specific keywords and technical terms used in scientific and technical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8295,references to familial and relational dynamics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8298,"c programming constructs, particularly function calls and return statements",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8297,elements related to innovative changes and transformations in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8296,terms related to scientific and technical processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8307,phrases indicating proximity or spatial relations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8301, topics related to health assessments and their implications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8303, references to political figures and events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8304,references to nature and specific geographical features,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8305,syntax elements and control flow commands in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8308, references to functions or calculations involving sums and arrays,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8302, mathematical symbols and terms related to polynomials and their properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8300,"references to injuries, particularly those related to the knee",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8309, numerical representations or signs of values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8316,elements and structures related to programming and user interface components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8317, technical terms and instructions related to software installation and configuration,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8318,actions and conditions related to making mistakes and correcting them,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8315, nested mathematical structures and notation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8312,terms related to medical or biological conditions and their characteristics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8310,phrases and concepts related to the nature and definition of love and belief,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8319,scientific terminology and specific medical conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8314, terminologies related to legal processes and cross-sectional studies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8311, code syntax and error handling structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8597," instances of the phrase ""on behalf of""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8320,action verbs that indicate processes related to manipulation or control,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8321, opening and closing braces or brackets in code structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8323,file path references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8324,references to status indicators and their associated values or actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8325,"instances of the word ""assign"" and its variations, indicating the allocation or designation of roles or values",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8328,elements related to data records or statistical information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8326,references to tech product announcements and specifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8327, java class and interface definitions related to threading and resource management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8322,structured data types and mathematical function terminology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8334,"expressions of strong feelings or opinions, particularly regarding personal growth and community involvement",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8332," terms related to scientific concepts, especially in biology and physics",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8337, sentence structures or formatting related to data output in a coding context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8338,phrases indicating personal recommendations or endorsements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8339, html attributes and their corresponding values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8331, concepts related to independence and subordination in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8333, legal terminology and references to documents or agreements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8335," references to character encoding formats, particularly utf-8",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8336,instances of forgetting or neglecting important details,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8340,terms related to education and academic qualifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8341,terms related to histology and types of tumors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8342,references to regulatory compliance and emerging growth companies in the context of financial and healthcare documentation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8344,instances of reported speech or quotations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8347,references to the front of objects or vehicles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8346, phrases related to judicial matters and legal cases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8343,"references to studies, reasons, and explanations associated with research or clinical findings",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8348," phrases indicating classifications, comparisons, or different categories",gpt-4o-mini,oai_token-act-pair
