modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,4-gemmascope-res-16k,7477, html script tags and their associated source attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7478,measures and units related to area,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7470,"references to sin, sins, and related mathematical functions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7475,financial figures and budgetary data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7479,phrases related to studying and practice activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7483,http error status codes and messages related to content negotiation and requests,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7484, terms related to external entities and links,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7480,references to historical figures and events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7482,terms related to survival,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7481,phrases that denote contrasts or comparisons in contexts related to outcomes and decisions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7486,words related to basketball and player transactions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7487,"abbreviations or codes related to different categories or elements, possibly in a technical or programming context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7489,terms related to supplementation and enhancement,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7488," key syntax and structure in programming code, particularly related to functions and their return types",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7491,"instances of the article ""a"" and variations thereof",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7490, phrases related to control or authority,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7492, programming constructs and control flow statements in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7496," instances of the dollar sign character, often indicating variables or monetary references in code",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7498,references to children and family dynamics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7499,key phrases and transitions that indicate context or structural elements in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7495,references to upper and lower bounds in mathematical or scientific contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7497,function calls and parameters within code or scripting languages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7494,variable declarations in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7500,html meta tags and their attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7501,large numerical values or quantities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7502,references to the apache commons libraries,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7507,indicators of changes in blood parameters or health status,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7504,phrases related to sharing information or experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7508," structured programming code, particularly relating to class and function definitions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7503," instances of punctuation and formatting, suggesting it detects structural elements in the text",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7505,references to tourist attractions and points of interest in travel-related contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7506,references to structured data and attributes in a technical or programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7509," occurrences of the word ""new""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7511, references to guidelines and insights related to health and medical practices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7510,"repeated occurrences of the word ""a"" and associated nouns, indicating a focus on identifying instances of singularity or specific items",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7512,terms related to clustering and aggregation in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7515,references to time and location within the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7516," mentions of various mobile devices, particularly those running on android and ios platforms",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7517,conjunctions and the structure of complex sentences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7518, references to resource identifiers typically used in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7519," punctuation marks, especially closing brackets and periods",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7514,"python programming elements, specifically functions and data structures related to time handling, string manipulation, lists, and type checking",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7513,elements related to programming and code structure,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7520,"phrases related to conditional statements, particularly the use of ""or not.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7521,references to error handling and conditions in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7523,code snippets related to date and time operations in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7524, mentions of javascript and associated elements in the document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7526,symbols and syntax related to mathematical expressions and equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7527,"instances of the word ""did"" and its variations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7525,phrases indicating expertise and professional qualifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7528,"phrases indicating the presence of conditional or hypothetical states, particularly focused on user actions and circumstances",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7522, references to empty or null checks in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7529," occurrences of the keyword ""let"" typically used in programming syntax",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7530, numerical data or statistics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7535,expressions of gratitude and feelings of being fortunate,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7537,references to various academic or educational institutions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7538,references to various forms of currency or economic concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7539,keywords related to data analysis techniques in various fields,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7531,references to specific data points or parameters in a dataset,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7536,references to location or existence,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7532, variables or fields in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7534, terms related to medical conditions and their analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7541,actions related to consumption and food-related experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7540,products related to specific health-related phrases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7548,terminology and phrases related to drugs and their legal or medical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7547,references to digital object identifiers (dois) associated with academic publications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7545,mentions of the company microsoft,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7542, instances of object creation and variable assignment in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7546,specific numerical data or statistics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7549,instances of player names and statistics in sports contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7544,phrases indicating addition or enumeration in a context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7543,references to external links or resources,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7554,"quantifiable metrics or data related to various fields such as health, business, and technology",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7555,"references to contact information, especially phone numbers and website links",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7556, specific technical or programming syntax elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7557,questions and inquiries related to various topics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7558, phrases related to expressing certainty or assurance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7559,dates and days of the week,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7553,intensifiers or emphatic expressions indicating strong agreement or affirmation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7550, words that indicate frequency or habitual action,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7552,symbols and special characters commonly used in technical or mathematical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7551, css properties related to positioning elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7560,references to the term 'poor' in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7561,terms and phrases related to diversity and variations in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7562,concepts related to identity and personal struggles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7563,html tags and structure in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7564, mathematical symbols and notations used in equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7567,references to programming interfaces,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7568,references to medical conditions or diagnostic terms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7569,"terms related to file operations, specifically involving archiving and downloading files",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7566,references to governmental websites or organizations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7565,"various types of clothing, particularly emphasizing details about pants and their styles",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7570, elements related to file handling and management in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7571,biological terms related to anatomy and medical conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7572,phrases that indicate alternative perspectives or approaches,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7573,percentage formatting and related syntax in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7575, statistical metrics related to sports performance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7576, terms related to contamination and impurity,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7577,references to the west nile virus and its implications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7578, mathematical notation and symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7574, references to specific sports teams and their players,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7579,"various forms of the definite article ""le"" and its variations in the context of the text",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7583, references to code and programming activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7586, references to models and methods in scientific analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7587,"references to specific people, locations, or institutions within a legal context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7585,occurrences of code structures or symbols related to programming syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7584, monetary values and financial transactions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7582,references to the concept of zero in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7580,phrases indicating assistance or providing help,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7589,terms and concepts related to christian faith and theology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7588,financial terms related to currencies and monetary values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7581,conditional statements that indicate an alternative scenario,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7591,negative values or indicators of problems,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7593,chemical and product quality descriptors related to food and laboratory substances,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7594,"the presence of the pronoun ""i.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7595,definitions of classes in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7596,references to political regions and constituencies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7597, function calls and method invocations in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7598, references to the concept of time,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7592," high-quality writing and strong arguments in discussions, particularly those emphasizing good articles and films",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7599, function return statements and error handling syntax in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7600,terms and concepts related to genes and genetic expression,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7601,terms related to vagueness and ambiguity,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7602, occurrences of asynchronous programming and http request handling in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7604, coding-related keywords or commands associated with file handling and threading processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7605, actions or events that have occurred or been performed by individuals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7606,"references to 'classic' as a descriptor, particularly in relation to films, stories, and cultural phenomena",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7607,blocks of continuous whitespace characters,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7609,"scientific terms and specific data descriptors related to polymers, estimators, or biological classification",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7608,terms related to apartments and housing developments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7603,html heading tags and structure within text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7613,"references to knowledge, awareness, and experience",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7610,references to weekends and related timing events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7611, concepts related to temperature sensitivity and variations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7612,mathematical or programming symbols and expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7616,content related to various types of damage and harm,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7618,expressions of gratitude and appreciation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7619,references to legal cases and criminal activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7615,references to paternal figures and relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7617,technical language related to programming or debugging,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7623,"the word ""as"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7621, structured data formats or identifiers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7628,specific recurring themes or concepts related to items or terms within various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7620,technical terms and phrases related to scientific studies and research,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7624,terms related to reliability and assessment of evidence,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7627, keywords related to mathematical functions and distributions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7626,elements related to licensing and warranty information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7631,references to citations and attributions in academic or legal contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7633,chemical compositions or properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7634, numerical ranges and conditions related to quantities or measurements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7630, phrases indicating involvement or belonging within a community or group,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7632," sequences of characters or patterns, specifically those related to letters and other symbols",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7636,references to individuals involved in legal or judicial contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7637,elements related to legal statements and discussions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7638, terms and phrases related to software libraries and linking in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7639,terms related to parallel processing and computational efficiency,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7635,references to locations or communities within a given geographic area,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7640, terms and references related to websites and their content,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7641, references to various types of bags and luggage,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7642,terms related to programming and web development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7643,references to legal case citations and related numerical identifiers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7647, references to organizational entities or affiliations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7649,action verbs and phrases that signify investigation or assessment processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7648,terms related to healthcare professionals and patient-provider interactions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7646,terms related to surface preparation and treatment methods,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7645,references to offices and office-related environments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7644,references to equipment or machinery,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7650,specific terms or abbreviations that relate to scientific or technical fields,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7653,references to android ui components and methods,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7655, multi-line comments in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7659,"instances of the word ""moment"" and its variations, indicating significant or impactful experiences in life",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7657, phrases indicating conclusions or assertions drawn from previous information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7654,references to children and their relationships or interactions with adults,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7652, content related to media and publications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7656,terms related to tracking and scent work for dogs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7658,references to user file paths in a computing context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7660,"references to sports teams, specifically football teams",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7663, identifiers in code or programming language syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7664, references to classes and entities within java programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7665,specific names and terms relevant to legal cases or legal entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7668,references to chemical processes and biological mechanisms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7662, references to http methods used in api requests,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7666, sentences that convey a high level of performance or success,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7661,"the repetition and emphasis of the word ""keep.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7669,references to explosives and their characteristics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7667,definitions and interactions related to programming and data structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7671,elements related to questionnaire or survey content,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7672,"specific technical terms, references, and structured data formats in documents",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7673,references to federal regulations and environmental compliance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7675, html tags and structure in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7677, mathematical or quantitative data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7678,"references to male individuals or groups, particularly using the term ""guy"" or ""guys.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7676,"metadata-related information, such as author names, dates, and editing history",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7674,references to political entities and associated actions in relation to swaziland,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7679,modal verbs and their usage in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7670,references to algorithms in a mathematical or computational context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7680," occurrences of the ""@"" symbol indicating mentions or references",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7681,references to fairy tales or classic stories,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7682," the word ""into"" and its variations in different contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7683,references to ownership and possession in the context of individuals or entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7684,"text related to blogs and columns, especially those authored by specific individuals",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7685," assignments in code, particularly variable initialization patterns",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7687, occurrences of the plus sign symbol in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7688,method calls related to string resource retrieval,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7689,repeated phrases emphasizing collective identity or unity,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7686, phrases indicating location or positioning,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7694,mentions of the jquery library in various formats and contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7696,phrases indicating specific instances or significant moments in time,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7692, phrases that indicate a list or examples of items,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7695, phrases indicating a change in state or a cessation of prior status,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7697, numerical values and their context in text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7691,expressions that convey the quality or state of being satisfactory,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7699,instances and mentions of familial or close relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7690,mentions of towns and their characteristics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7693, elements and syntax related to programming languages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7698, programming constructs related to function definitions and calls,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7700,"instances of the word ""celebrate"" and its variations in the context of events and anniversaries",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7703,"elements related to numerical data, computation, or formal structures in scientific texts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7704,phrases related to errors and exceptions in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7705,phrases or components related to chemical processing methods and their efficiency,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7706,"terms related to computational theory and algorithms, particularly focused on complexity and decision problems",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7701," structured data or programming syntax, particularly urls and file references",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7709,"references to licenses, particularly the gnu general public license and its variations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7707,the presence of whitespace characters and indentation in code or text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7702," code structures related to control statements, specifically switch statements",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7708,references to arachidonic acid and its biological significance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,7716,symbols and punctuation used in written communication,gpt-4o-mini,oai_token-act-pair
